rxns	TCGA-44-6148-11	TCGA-50-5939-11	TCGA-49-6761-11	TCGA-55-6971-11	TCGA-91-6835-11	TCGA-38-4632-11	TCGA-49-6745-11	TCGA-44-2668-11	TCGA-91-6831-11	TCGA-55-6982-11
F1Atg	1	1	1	1	1	1	1	1	1	1
F1PGT	1	1	1	1	1	1	1	1	1	1
F6Tg	1	1	1	1	1	1	1	1	1	1
FACOAL140i	1	1	1	1	1	1	1	1	1	1
FACOAL150	1	1	1	1	1	1	1	1	1	1
FACOAL160i	1	1	1	1	1	1	1	1	1	1
FACOAL161	1	1	1	1	1	1	1	1	1	1
FACOAL170	1	1	1	1	1	1	1	1	1	1
FACOAL180i	1	1	1	1	1	1	1	1	1	1
FACOAL1812	1	1	1	1	1	1	1	1	1	1
FACOAL1813	1	1	1	1	1	1	1	1	1	1
FACOAL181i	1	1	1	1	1	1	1	1	1	1
FACOAL1821	1	1	1	1	1	1	1	1	1	1
FACOAL1822	1	1	1	1	1	1	1	1	1	1
FACOAL1831	1	1	1	1	1	1	1	1	1	1
FACOAL1832	1	1	1	1	1	1	1	1	1	1
FACOAL184	1	1	1	1	1	1	1	1	1	1
FACOAL191	1	1	1	1	1	1	1	1	1	1
FACOAL200	1	1	1	1	1	1	1	1	1	1
FACOAL203	1	1	1	1	1	1	1	1	1	1
FACOAL204	1	1	1	1	1	1	1	1	1	1
FACOAL2042	1	1	1	1	1	1	1	1	1	1
FACOAL205	1	1	1	1	1	1	1	1	1	1
FACOAL206	1	1	1	1	1	1	1	1	1	1
FACOAL224	1	1	1	1	1	1	1	1	1	1
FACOAL2251	1	1	1	1	1	1	1	1	1	1
FACOAL2252	1	1	1	1	1	1	1	1	1	1
FACOAL226	1	1	1	1	1	1	1	1	1	1
FACOAL240	1	1	1	1	1	1	1	1	1	1
FACOAL241	1	1	1	1	1	1	1	1	1	1
FACOAL244_1	1	1	1	1	1	1	1	1	1	1
FACOAL245_1	1	1	1	1	1	1	1	1	1	1
FACOAL245_2	1	1	1	1	1	1	1	1	1	1
FACOAL246_1	1	1	1	1	1	1	1	1	1	1
FACOAL260	1	1	1	1	1	1	1	1	1	1
FACOAL40im	1	1	1	1	1	1	1	1	1	1
FACOAL80i	1	1	1	1	1	1	1	1	1	1
FADDP	1	1	1	1	1	1	1	1	1	1
FADH2tru	1	1	1	1	1	1	1	1	1	1
FADH2tx	1	1	1	1	1	1	1	1	1	1
FADtru	1	1	1	1	1	1	1	1	1	1
FADtx	1	1	1	1	1	1	1	1	1	1
FAEL183	1	1	1	1	1	1	1	1	1	1
FAEL184	0	0	0	0	0	0	0	0	0	0
FAEL204	0	0	0	0	0	0	0	0	0	0
FAEL205	0	0	0	0	0	0	0	0	0	0
FAH1	0	0	0	0	0	0	0	0	0	0
FAH2	0	0	0	0	0	0	0	0	0	0
FAH3	0	0	0	0	0	0	0	0	0	0
FALDH	1	1	1	1	1	1	1	1	1	1
FALDtly	0	0	0	0	0	1	0	0	0	0
FALDtm	0	0	0	0	0	0	0	0	0	0
FAOXC11	1	1	1	1	1	1	1	1	1	1
FAOXC140	1	1	1	1	1	1	1	1	1	1
FAOXC150m	1	1	1	1	1	1	1	1	1	1
FAOXC160	1	1	1	1	1	1	1	1	1	1
FAOXC16080m	1	1	1	1	1	1	1	1	1	1
FAOXC16080x	1	1	1	1	1	1	1	1	1	1
FAOXC161802m	1	1	1	1	1	1	1	1	1	1
FAOXC16180m	1	1	1	1	1	1	1	1	1	1
FAOXC170m	1	1	1	1	1	1	1	1	1	1
FAOXC180	1	1	1	1	1	1	1	1	1	1
FAOXC180x	1	1	1	1	1	1	1	1	1	1
FAOXC1811601m	1	1	1	1	1	1	1	1	1	1
FAOXC1811602m	1	1	1	1	1	1	1	1	1	1
FAOXC1811603m	1	1	1	1	1	1	1	1	1	1
FAOXC182806m	1	1	1	1	1	1	1	1	1	1
FAOXC18280m	1	1	1	1	1	1	1	1	1	1
FAOXC183803m	1	1	1	1	1	1	1	1	1	1
FAOXC183806m	1	1	1	1	1	1	1	1	1	1
FAOXC183806x	1	1	1	1	1	1	1	1	1	1
FAOXC18480m	1	1	1	1	1	1	1	1	1	1
FAOXC18480x	1	1	1	1	1	1	1	1	1	1
FAOXC200180m	1	1	1	1	1	1	1	1	1	1
FAOXC200180x	1	1	1	1	1	1	1	1	1	1
FAOXC2031836m	1	1	1	1	1	1	1	1	1	1
FAOXC204	1	1	1	1	1	1	1	1	1	1
FAOXC204184m	1	1	1	1	1	1	1	1	1	1
FAOXC2051843m	1	1	1	1	1	1	1	1	1	1
FAOXC2051843x	1	1	1	1	1	1	1	1	1	1
FAOXC2242046m	1	1	1	1	1	1	1	1	1	1
FAOXC2242046x	1	1	1	1	1	1	1	1	1	1
FAOXC2251836m	1	1	1	1	1	1	1	1	1	1
FAOXC2251836x	1	1	1	1	1	1	1	1	1	1
FAOXC2252053m	1	1	1	1	1	1	1	1	1	1
FAOXC2252053x	1	1	1	1	1	1	1	1	1	1
FAOXC226	1	1	1	1	1	1	1	1	1	1
FAOXC226205m	1	1	1	1	1	1	1	1	1	1
FAOXC226205x	1	1	1	1	1	1	1	1	1	1
FAOXC240200x	1	1	1	1	1	1	1	1	1	1
FAOXC241181x	1	1	1	1	1	1	1	1	1	1
FAOXC2442246x	1	1	1	1	1	1	1	1	1	1
FAOXC2452253x	1	1	1	1	1	1	1	1	1	1
FAOXC2452256x	1	1	1	1	1	1	1	1	1	1
FAOXC246226x	1	1	1	1	1	1	1	1	1	1
FAOXC260240x	1	1	1	1	1	1	1	1	1	1
FAOXC80	1	1	1	1	1	1	1	1	1	1
FAS100COA	1	1	1	1	1	1	1	1	1	1
FAS120COA	1	1	1	1	1	1	1	1	1	1
FAS140COA	1	1	1	1	1	1	1	1	1	1
FAS160COA	1	1	1	1	1	1	1	1	1	1
FAS180COA	1	1	1	1	1	1	1	1	1	1
FAS80COA_L	1	1	1	1	1	1	1	1	1	1
FATP1t	1	1	1	1	1	1	1	1	1	1
FATP2t	1	1	1	1	1	1	1	1	1	1
FATP3t	1	1	1	1	1	1	1	1	1	1
FATP4t	0	0	1	0	1	1	1	0	0	0
FATP5t	1	0	1	0	1	1	1	0	0	0
FATP6t	1	0	1	0	1	1	1	1	0	1
FATP7t	1	0	1	0	1	1	1	1	0	1
FATP8t	1	0	1	0	1	1	1	1	0	1
FATP9t	1	1	1	0	1	1	1	1	0	1
FBA	1	1	1	1	1	1	1	1	1	1
FBA2	1	1	1	1	1	1	1	1	1	1
FBA4	1	1	1	1	1	1	1	1	1	1
FBA5	1	1	1	1	1	1	1	1	0	1
FBP	1	1	1	1	1	1	1	1	1	1
FBP26	1	1	1	1	1	1	1	1	1	1
FCLTm	1	1	1	1	1	1	1	1	1	1
FCOAH	1	1	1	1	1	1	1	1	1	1
FDH	1	0	0	0	1	0	0	0	0	0
FE2t	0	0	0	0	0	0	0	0	0	0
FE2tm	1	1	1	1	1	1	1	1	1	1
FE3R2e	1	1	1	1	1	1	1	1	1	1
FK	1	1	1	1	1	1	1	1	1	1
FKYNH	1	1	1	1	1	1	1	1	1	1
FMNAT	1	1	1	1	1	1	1	1	1	1
FOLR2	1	1	1	1	1	1	1	1	1	1
FOLt2	1	1	1	1	1	1	1	1	1	1
FORMCOAtx	1	1	1	1	1	1	1	1	1	1
FORt2m	1	1	1	1	1	1	1	1	1	1
FORtr	1	1	1	1	1	1	1	1	1	1
FPGS	1	1	1	1	1	1	1	1	1	1
FPGS2	1	1	1	1	1	1	1	1	1	1
FPGS2m	1	1	1	1	1	1	1	1	1	1
FPGS3	1	1	1	1	1	1	1	1	1	1
FPGS3m	1	1	1	1	1	1	1	1	1	1
FPGS4	1	1	1	1	1	1	1	1	1	1
FPGS4m	1	1	1	1	1	1	1	1	1	1
FPGS5	1	1	1	1	1	1	1	1	1	1
FPGS5m	1	1	1	1	1	1	1	1	1	1
FPGS6	1	1	1	1	1	1	1	1	1	1
FPGS6m	1	1	1	1	1	1	1	1	1	1
FPGS7	1	1	1	1	1	1	1	1	1	1
FPGS7m	1	1	1	1	1	1	1	1	1	1
FPGS8	1	1	1	1	1	1	1	1	1	1
FPGS8m	1	1	1	1	1	1	1	1	1	1
FPGS9	1	1	1	1	1	1	1	1	1	1
FPGS9m	1	1	1	1	1	1	1	1	1	1
FPGSm	1	1	1	1	1	1	1	1	1	1
FRDPtc	0	0	0	0	0	0	0	0	0	0
FRDPtr	1	1	1	1	1	1	1	1	1	1
FRUt1r	1	1	1	1	1	1	1	1	1	1
FRUt4	1	1	1	1	1	0	1	0	1	1
FTCD	0	0	0	0	0	0	0	0	0	0
FTHFCL	1	1	1	1	1	1	1	1	1	1
FTHFDH	1	0	0	0	1	0	0	0	0	0
FTHFL	1	1	1	1	1	1	1	1	1	1
FTHFLm	1	1	1	1	1	1	1	1	1	1
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUC14GALACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	0	0
FUC14GALACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	0	0
FUCACGALFUCGALACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	0	1
FUCACGALFUCGALACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	0	1
FUCACNGAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUCACNGAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUCACNGALACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	1	1
FUCACNGALACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	1	1
FUCASE2e	1	1	1	1	1	1	1	1	1	1
FUCASE2ly	1	1	1	1	1	1	1	1	1	1
FUCASEe	1	1	1	1	1	1	1	1	1	1
FUCASEly	1	1	1	1	1	1	1	1	1	1
FUCFUC12GAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUCFUC12GAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	1	1
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	1	1
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUCFUCGALACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	1	0
FUCFUCGALACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	1	0
FUCGAL14ACGLCGALGLUSIDEte	0	0	0	0	0	0	0	0	0	0
FUCGAL14ACGLCGALGLUSIDEtg	0	0	0	0	0	0	0	0	0	0
FUCGALFUCGALACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	0	1
FUCGALFUCGALACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	0	1
FUCGALGBSIDEte	1	1	1	1	1	1	1	1	1	1
FUCGALGBSIDEtg	1	1	1	1	1	1	1	1	1	1
FUCtly	1	1	1	1	1	1	1	1	1	1
FUM	1	1	1	1	1	1	1	1	1	1
FUMAC	1	1	1	1	1	1	1	1	1	1
FUMm	1	1	1	1	1	1	1	1	1	1
FUMSO3tm	1	1	1	1	1	1	1	1	1	1
FUMSO4tm	1	1	1	1	1	1	1	1	1	1
FUMtm	1	1	1	1	1	1	1	1	1	1
FUMTSULtm	1	1	1	1	1	1	1	1	1	1
FUT11g	1	1	1	1	1	1	1	1	1	1
FUT12g	1	1	1	1	1	1	1	1	1	1
FUT14g	1	1	1	1	1	1	1	1	1	1
FUT15g	1	1	1	1	1	1	1	1	1	1
FUT16g	1	1	1	1	1	1	1	1	1	1
FUT17g	1	1	1	1	1	1	1	1	1	1
FUT18g	1	1	1	1	1	1	1	1	1	1
FUT31g	1	1	1	1	1	1	1	1	0	0
FUT32g	1	1	1	1	1	1	1	1	1	1
FUT33g	1	1	1	1	1	1	1	1	0	1
FUT34g	1	1	1	1	1	1	1	1	1	0
FUT35g	1	1	1	1	1	1	1	1	0	1
FUT910g	1	1	1	1	1	1	1	1	1	1
FUT911g	1	1	1	1	1	1	1	1	1	1
FUT91g	0	0	0	0	0	0	0	0	0	0
FUT92g	0	0	0	0	0	0	0	0	0	0
FUT93g	0	0	0	0	0	0	0	0	0	0
FUT94g	0	0	0	0	0	0	0	0	0	0
FUT95g	0	0	0	0	0	0	0	0	0	0
FUT96g	0	0	0	0	0	0	0	0	0	0
FUT97g	0	0	0	0	0	0	0	0	0	0
FUT98g	0	0	0	0	0	0	0	0	0	0
FUT99g	1	1	1	1	1	1	1	1	1	1
G12MT1_L	1	1	1	1	1	1	1	1	1	1
G12MT1_U	1	1	1	1	1	1	1	1	1	1
G12MT2_L	1	1	1	1	1	1	1	1	1	1
G12MT2_U	1	1	1	1	1	1	1	1	1	1
G13MT_L	1	1	1	1	1	1	1	1	1	1
G13MT_U	1	1	1	1	1	1	1	1	1	1
G14T10g	1	1	1	1	1	1	1	1	1	1
G14T11g	1	1	1	1	1	1	1	1	1	1
G14T12g	1	1	1	1	1	1	1	1	1	1
G14T13g	1	1	1	1	1	1	1	1	1	1
G14T14g	1	1	1	1	1	1	1	1	1	1
G14T15g	1	1	1	1	1	1	1	1	1	1
G14T16g	1	1	1	1	1	1	1	1	1	1
G14T17g	1	1	1	1	1	1	1	1	1	1
G14T18g	1	1	1	1	1	1	1	1	1	1
G14T19g	1	1	1	1	1	1	1	1	1	1
G14T20g	1	1	1	1	1	1	1	1	1	1
G14T21g	1	1	1	1	1	1	1	1	1	1
G14T2g	1	1	1	1	1	1	1	1	1	1
G14T3g	1	1	1	1	1	1	1	1	1	1
G14T4g	1	1	1	1	1	1	1	1	1	1
G14T5g	1	1	1	1	1	1	1	1	1	1
G14T6g	1	1	1	1	1	1	1	1	1	1
G14T7g	1	1	1	1	1	1	1	1	1	1
G14T8g	1	1	1	1	1	1	1	1	1	1
G14T9g	1	1	1	1	1	1	1	1	1	1
G14Tg	1	1	1	1	1	1	1	1	1	1
G16MT_L	1	1	1	1	1	1	1	1	1	1
G16MT_U	1	1	1	1	1	1	1	1	1	1
G3PD1	1	1	1	1	1	0	1	1	1	1
G3PD2m	1	1	1	1	1	1	1	1	1	1
G5SADrm	1	1	1	1	1	1	1	1	1	1
G5SADs	0	0	0	0	0	0	0	0	0	0
G5SDym	1	1	1	1	1	1	1	1	1	1
G6PDA	1	1	1	1	1	1	1	1	1	1
G6PDH1rer	1	1	1	1	1	1	1	1	1	1
G6PDH2r	1	1	1	1	1	1	1	1	1	1
G6PDH2rer	1	1	1	1	1	1	1	1	1	1
G6PPer	1	1	1	1	1	1	1	1	1	1
G6Pter	1	1	1	1	1	1	1	1	1	1
GABAVESSEC	0	0	0	0	0	0	0	0	0	0
GACMTRc	1	1	1	1	1	1	1	1	1	1
GACPAILter	1	1	1	1	1	1	1	1	1	1
GAL3ST11	1	1	1	1	1	1	1	1	1	1
GAL3ST12	0	0	0	0	0	0	0	0	0	0
GALACGLCGALGBSIDEte	0	0	1	0	1	0	0	1	0	0
GALACGLCGALGBSIDEtg	0	0	1	0	1	0	0	1	0	0
GALASE10ly	1	1	1	1	1	1	1	1	1	1
GALASE11ly	1	1	1	1	1	1	1	1	1	1
GALASE12ly	1	1	1	1	1	1	1	1	1	1
GALASE13ly	1	1	1	1	1	1	1	1	1	1
GALASE14ly	1	1	1	1	1	1	1	1	1	1
GALASE15ly	1	1	1	1	1	1	1	1	1	1
GALASE16ly	1	1	1	1	1	1	1	1	1	1
GALASE17ly	1	1	1	1	1	1	1	1	1	1
GALASE18ly	1	1	1	1	1	1	1	1	1	1
GALASE19ly	1	1	1	1	1	1	1	1	1	1
GALASE1ly	1	1	1	1	1	1	1	1	1	1
GALASE20ly	1	1	1	1	1	1	1	1	1	1
GALASE3ly	1	1	1	1	1	1	1	1	1	1
GALASE4ly	1	1	1	1	1	1	1	1	1	1
GALASE5ly	1	1	1	1	1	1	1	1	1	1
GALASE6ly	1	1	1	1	1	1	1	1	1	1
GALASE7ly	1	1	1	1	1	1	1	1	1	1
GALASE8ly	1	1	1	1	1	1	1	1	1	1
GALASE9ly	1	1	1	1	1	1	1	1	1	1
GALC	1	1	1	1	1	1	1	1	1	1
GALFUC12GAL14ACGLCGALGLUSIDEte	1	0	0	1	1	0	0	0	0	1
GALFUC12GAL14ACGLCGALGLUSIDEtg	1	0	0	1	1	0	0	0	0	1
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	1	0	0	1	1	0	0	0	0	1
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	1	0	0	1	1	0	0	0	0	1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	1	1	1	1	1	1	1	1	1	1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	1	1	1	1	1	1	1	1	1	1
GALGALGALTHCRMte	0	0	1	0	1	0	0	1	0	0
GALGALGALTHCRMtg	0	0	1	0	1	0	0	1	0	0
GALGLUSIDEtg	1	1	1	1	1	1	1	1	1	1
GALGLUSIDEtl	1	1	1	1	1	1	1	1	1	1
GALGT1	1	1	1	1	1	1	1	1	1	1
GALGT2	1	1	1	1	1	1	1	1	1	1
GALGT3	1	1	1	1	1	1	1	1	1	1
GALGT4	1	1	1	1	1	1	1	1	1	1
GALK	1	1	1	1	1	1	1	1	1	1
GALNTg	1	1	1	1	1	1	1	1	1	1
GALSIDEtg	1	1	1	1	1	1	1	1	1	1
GALSIDEtl	1	1	1	1	1	1	1	1	1	1
GALT	1	1	1	1	1	1	1	1	1	1
GALt1r	1	1	1	1	1	1	1	1	1	1
GALt2_2	1	1	1	1	0	1	1	1	1	0
GALt4	1	1	1	1	0	0	1	0	1	1
GALtly	1	1	1	1	1	1	1	1	1	1
GALU	1	1	1	1	1	1	1	1	1	1
GAMt1r	1	1	1	1	1	1	1	1	1	1
GAMYe	0	0	0	0	0	0	0	1	0	0
GAO1g	1	1	1	1	1	1	1	1	1	1
GAO2g	1	1	1	1	1	1	1	1	1	1
GAPD	1	1	1	1	1	1	1	1	1	1
GARFT	1	1	1	1	1	1	1	1	1	1
GASNASE2ly	1	1	1	1	1	1	1	1	1	1
GASNASE3ly	1	1	1	1	1	1	1	1	1	1
GASNASEly	1	1	1	1	1	1	1	1	1	1
GBA	1	1	1	1	1	1	1	1	1	1
GBAl	1	1	1	1	1	1	1	1	1	1
GBGT1	1	1	1	1	1	1	1	1	1	1
GBSIDEte	1	1	1	1	1	1	1	1	1	1
GBSIDEtl	1	1	1	1	1	1	1	1	1	1
GCALDD	1	1	1	1	1	1	1	1	1	1
GCC2am	0	0	0	0	0	0	0	0	0	0
GCC2bim	0	0	0	0	0	0	0	0	0	0
GCC2cm	1	1	1	1	1	1	1	1	1	1
GCCam	0	0	0	0	0	0	0	0	0	0
GCCbim	0	0	0	0	0	0	0	0	0	0
GCCcm	0	0	0	0	0	0	0	0	0	0
GCHOLAt	1	1	0	0	0	0	1	0	1	1
GCHOLAt2	0	0	0	0	0	0	0	0	0	0
GCHOLAt3	1	1	1	1	1	1	1	1	1	1
GCHOLAte	0	0	0	1	0	0	0	1	0	0
GCHOLAtx	0	0	0	0	1	0	0	0	0	0
GCNTg	1	1	1	1	1	1	1	1	1	1
GD1B2te	1	1	1	1	1	1	1	1	1	1
GD1B2tg	1	1	1	1	1	1	1	1	1	1
GD1Cte	0	0	0	0	0	0	0	0	0	0
GD1Ctg	0	0	0	0	0	0	0	0	0	0
GDPFUCtg	1	1	1	1	1	1	1	1	1	1
GDPtg	1	1	1	1	1	1	1	1	1	1
GF6PTA	1	1	1	1	1	1	1	1	1	1
GFUCS	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF5GLUe	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF5GLUl	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF6GLUe	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF6GLUl	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF7GLUe	1	1	1	1	1	1	1	1	1	1
GGH_10FTHF7GLUl	1	1	1	1	1	1	1	1	1	1
GGH_5DHFe	1	1	1	1	1	1	1	1	1	1
GGH_5DHFl	1	1	1	1	1	1	1	1	1	1
GGH_5THFe	1	1	1	1	1	1	1	1	1	1
GGH_5THFl	1	1	1	1	1	1	1	1	1	1
GGH_6DHFe	1	1	1	1	1	1	1	1	1	1
GGH_6DHFl	1	1	1	1	1	1	1	1	1	1
GGH_6THFe	1	1	1	1	1	1	1	1	1	1
GGH_6THFl	1	1	1	1	1	1	1	1	1	1
GGH_7DHFe	1	1	1	1	1	1	1	1	1	1
GGH_7DHFl	1	1	1	1	1	1	1	1	1	1
GGH_7THFe	1	1	1	1	1	1	1	1	1	1
GGH_7THFl	1	1	1	1	1	1	1	1	1	1
GGLUCT	1	1	1	1	1	1	1	1	1	1
GGNG	1	1	1	1	1	1	1	1	1	1
GGT5r	1	1	1	1	1	1	1	1	1	1
GGT6	0	0	0	0	0	0	0	0	0	0
GHMT2r	1	1	1	1	1	1	1	1	1	1
GHMT2rm	1	1	1	1	1	1	1	1	1	1
GK1	1	1	1	1	1	1	1	1	1	1
GLACter	0	0	0	0	0	0	0	0	0	0
GLAl	1	1	1	1	1	1	1	1	1	1
GLB1	1	1	1	1	1	1	1	1	1	1
GLBRAN	1	1	1	1	1	1	1	1	1	1
GLCAASE1ly	1	1	1	1	1	1	1	1	1	1
GLCAASE4ly	1	1	1	1	1	1	1	1	1	1
GLCAASE5ly	1	1	1	1	1	1	1	1	1	1
GLCAASE6ly	1	1	1	1	1	1	1	1	1	1
GLCAASE7ly	1	1	1	1	1	1	1	1	1	1
GLCAASE8ly	1	1	1	1	1	1	1	1	1	1
GLCAASE9ly	1	1	1	1	1	1	1	1	1	1
GLCMter	0	0	0	0	0	0	0	0	0	0
GLCNACASE1ly	1	1	1	1	1	1	1	1	1	1
GLCNACASE2ly	1	1	1	1	1	1	1	1	1	1
GLCNACASE3ly	1	1	1	1	1	1	1	1	1	1
GLCNACASE4ly	1	1	1	1	1	1	1	1	1	1
GLCNACASE5ly	1	1	1	1	1	1	1	1	1	1
GLCNACPT_L	1	1	1	1	1	1	1	1	1	1
GLCNACPT_U	1	1	1	1	1	1	1	1	1	1
GLCNACT_L	1	1	1	1	1	1	1	1	1	1
GLCNACT_U	1	1	1	1	1	1	1	1	1	1
GLCt1r	1	1	1	1	1	1	1	1	1	1
GLCt2_2	1	1	1	1	0	1	1	1	1	0
GLCt4	1	1	1	1	1	1	1	1	1	1
GLCter	1	1	1	1	1	1	1	1	1	1
GLCtg	1	1	1	1	1	1	1	1	1	1
GLCtly	1	1	1	1	1	1	1	1	1	1
GLCURter	0	0	0	0	0	0	0	0	0	0
GLCURtly	1	1	1	1	1	1	1	1	1	1
GLDBRAN	1	1	1	1	1	1	1	1	1	1
GLGNS1	1	1	1	1	1	1	1	1	1	1
GLNALANaEx	1	1	1	1	1	1	1	1	1	1
GLNASNNaEx	1	1	1	1	1	1	1	1	1	1
GLNCYSNaEx	1	1	1	1	1	1	1	1	1	1
GLNLASEer	0	0	0	0	0	0	0	0	0	0
GLNS	1	1	1	1	1	1	1	1	1	1
GLNSERNaEx	1	1	1	1	1	1	1	1	1	1
GLNt4	1	1	1	1	1	1	1	1	1	1
GLNTHRNaEx	1	1	1	1	1	1	1	1	1	1
GLNtm	1	1	1	1	1	1	1	1	1	1
GLNtN1	1	1	1	1	1	1	1	1	1	1
GLPASE1	1	1	1	1	1	1	1	1	1	1
GLPASE2	1	1	1	1	1	1	1	1	1	1
GLRASE	0	0	0	0	0	0	0	0	0	0
GLU5Km	1	1	1	1	1	1	1	1	1	1
GLUCYS	1	1	1	1	1	1	1	1	1	1
GLUDC	0	0	0	0	1	0	0	0	0	0
GLUDxm	1	1	1	1	1	1	1	1	1	1
GLUDym	1	1	1	1	1	1	1	1	1	1
GluForTx	0	0	0	0	0	0	0	0	0	0
GLUNm	1	1	1	1	1	1	1	1	1	1
GLUPRT	1	1	1	1	1	1	1	1	1	1
GLUt2m	1	1	1	1	1	1	1	1	1	1
GLUt6	1	1	1	1	1	1	1	1	1	1
GLUt7l	1	1	1	1	1	1	1	1	1	1
GLUTCOADHm	1	1	1	1	1	1	1	1	1	1
GLUtr	1	1	1	1	1	1	1	1	1	1
GLUVESSEC	0	0	0	0	0	0	0	0	0	0
GLXO1	1	1	1	1	1	1	1	1	1	1
GLXO2p	0	0	0	0	0	0	0	0	0	0
GLXtm	0	0	0	0	0	0	0	0	0	0
GLXtp	1	1	1	1	1	1	1	1	1	1
GLYAMDTRc	1	1	1	1	1	1	1	1	1	1
GLYATm	1	1	1	1	1	1	1	1	1	1
GLYBt4_2_r	1	1	1	1	1	1	1	1	0	1
GLYBtm	1	1	1	1	1	1	1	1	0	1
GLYC3Ptm	0	0	0	0	0	0	0	0	0	0
GLYCK2	0	0	0	0	0	0	0	0	0	0
GLYCLTDy	1	1	1	1	1	1	1	1	1	1
GLYCLTtp	1	1	1	1	1	1	1	1	1	1
GLYC_St	1	1	1	1	1	1	1	1	1	1
GLYCt	0	0	0	0	0	0	0	0	0	0
GLYCtm	1	1	1	1	1	1	1	1	1	1
GLYCTO1p	1	1	1	1	1	1	1	1	1	1
GLYK	1	1	1	1	1	1	1	1	1	1
GLYKm	1	1	1	1	1	1	1	1	1	1
GLYOp	0	0	0	0	0	0	0	0	0	0
GLYOX	1	1	1	1	1	1	1	1	1	1
GLYt2r	1	1	1	1	1	1	1	1	1	1
GLYt4	1	1	1	1	1	1	1	1	1	1
GLYt7_211_r	1	1	1	1	1	1	1	1	1	1
GLYtm	0	0	0	0	0	0	0	0	0	0
GLYtp	1	1	1	1	1	1	1	1	1	1
GLYVESSEC	0	0	0	0	0	0	0	0	0	0
GMAND	1	1	1	1	1	1	1	1	1	1
GMPR	1	1	1	1	1	1	1	1	1	1
GMPS2	1	1	1	1	1	1	1	1	1	1
GMPtg	1	1	1	1	1	1	1	1	1	1
GMPtn	1	1	1	1	1	1	1	1	1	1
GND	1	1	1	1	1	1	1	1	1	1
GNDer	1	1	1	1	1	1	1	1	1	1
GNMT	0	0	0	0	0	0	0	0	0	0
GP1CALPHAte	0	0	0	0	0	0	0	0	0	0
GP1CALPHAtg	0	0	0	0	0	0	0	0	0	0
GP1Cte	1	1	1	1	1	1	1	1	1	1
GP1Ctg	1	1	1	1	1	1	1	1	1	1
GPAM_hs	1	1	1	1	1	1	1	1	1	1
GPDDA1	1	1	1	1	1	1	1	1	1	1
GPIAT	1	1	1	1	1	1	1	1	1	1
GPIDA2er	1	1	1	1	1	1	1	1	1	1
GPIDAer	1	1	1	1	1	1	1	1	1	1
GPIMTer_L	1	1	1	1	1	1	1	1	1	1
GPIMTer_U	1	1	1	1	1	1	1	1	1	1
GQ1BALPHAte	1	1	1	1	1	1	1	1	1	1
GQ1BALPHAtg	1	1	1	1	1	1	1	1	1	1
GQ1Bte	0	0	0	0	0	0	0	0	0	0
GQ1Btg	0	0	0	0	0	0	0	0	0	0
GRTT	1	1	1	1	1	1	1	1	1	1
GRTTx	1	1	1	1	1	1	1	1	1	1
GSNt	1	1	1	1	1	1	1	1	1	1
GSNt4	0	0	0	0	1	0	0	1	0	0
